BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5,Journal_Book
7,,LI2025110542,"Li, Ying; Li, Ming; Ding, Jin; Bai, Yixue",Two-layer knowledge graph transformer network-based question and answer explainable recommendation,Engineering Applications of Artificial Intelligence,149.0,,,110542,2025,,,https://www.sciencedirect.com/science/article/pii/S0952197625005421,,,,,,,,,,,,,"The question and answer (Q&A) recommendation in community question answering (CQA) helps users quickly and accurately find the desired Q&A. However, existing studies face the problems of sparse interaction data, cold starts, and a lack of explanations. This paper proposes a novel Q&A explainable recommendation approach based on a two-layer knowledge graph transformer network. It alleviates the sparse data and cold start problem by the novel two-layer knowledge graph. First, a two-layer knowledge graph in CQA is constructed. The interaction layer helps to enrich the associations between users and questions and answers (Q&As). The semantic layer provides semantic associations and reflects contextual domain knowledge. Second, a critical meta-path recognition module is constructed to learn the critical meta-paths between users and documents from the interaction layer. Then, a user and Q&A embedding method based on a two-layer knowledge graph is proposed to enhance the user and Q&A representations. Finally, a recommendation and explanation layer is established to obtain personalized Q&A recommendation results and corresponding explanations. Compared with the baselines, the proposed method shows superior performance. It achieves average improvements of 21.28%, 28.41% and 27.18% in precision, recall and F1-measure, respectively, in the top-K Q&A recommendation separately. It improves the area under the curve and F1-measure of the click-through rate prediction recommendation by 11.32% and 23.06%, respectively.",,"Question and answer recommendation, Knowledge graph-based recommendation, Two-layer knowledge graph, Explainable recommendation",,,Engineering Applications of Artificial Intelligence
7,,XIE2021235,"Xie, Jin; Zhu, Fuxi; Li, Xuefei; Huang, Sheng; Liu, Shichao",Attentive preference personalized recommendation with sentence-level explanations,Neurocomputing,426.0,,,235-247,2021,,,https://www.sciencedirect.com/science/article/pii/S0925231220315903,,,,,,,,,,,,,"Personalized recommendation mostly employs users’ historical data to improve their user profiles, and these profiles are then used as the bases for recommendations. Because reviews can contain a large amount of information regarding user preferences and item features, they can be naturally into recommender systems (RSs) as contextual information, thus solving the problem of data sparsity and helping to provide personalized recommendations. The existing technology mainly extracts latent representations of users or items in an independent and static manner. We argue that static embedding cannot fully capture a user's preferences. Indeed, a user will have different preferences corresponding to different items. This type of review-based recommendation model cannot provide a personalized, and complete semantic explanation of a candidate recommendation item to a user. In this paper, we introduce an attention mechanism to explore the importance of specific sentences in reviews for different users and propose a novel attentive preference personalized recommendation with sentence-level explanations (APSE). The APSE employs the latent features of users and items and the latent factors of their pairwise interactions to obtain review representations. Then, the APSE uses probability matrix factorization to model additional high-level feature interactions based on these user-item pairs for rating prediction. We implement review feature learning in the APSE to exploit review data in which an attentive mechanism is used to highlight the influences of words and sentences to achieve focused paragraph embedding. Finally, the APSE also employs an explanation sentence judgment mechanism that implements the user-item pair interaction method to extract comments or statements that pertain to user preferences as recommendation interpretations. Experiments are performed on real-world datasets for validation. Additionally, we show the important words and sentences highlighted by the attentive mechanism. At the end of the experiment, a specific item explanation for a user is produced and compared with the user's existing comments. The results show that the performance of the APSE can exceed that of various recommended models when the available ratings are limited.",,"Explainable recommendation, Review representation, Attentive mechanism",,,Neurocomputing
7,,balloccu_boratto_fenu_marras_2022,"Balloccu, Giacomo; Boratto, Ludovico; Fenu, Gianni; Marras, Mirko",XRecSys: A framework for path reasoning quality in explainable recommendation,Software Impacts,14.0,,,100404,2022,,,,,,,,,Software Impacts,,,,,,,,,,,,Software Impacts
7,,balloccu_boratto_fenu_marras_2023,"Balloccu, Giacomo; Boratto, Ludovico; Fenu, Gianni; Marras, Mirko",Reinforcement recommendation reasoning through knowledge graphs for explanation path quality,Knowledge-Based Systems,260.0,,,110098,2023,,,,,,,,,Knowledge-Based Systems,,,,,,,,,,,,Knowledge-Based Systems
7,,WU2024111133,"Wu, Huiqiong; Guo, Guibing; Yang, Enneng; Luo, Yudong; Chu, Yabo; Jiang, Linying; Wang, Xingwei",PESI: Personalized Explanation recommendation with Sentiment Inconsistency between ratings and reviews,Knowledge-Based Systems,283.0,,,111133,2024,,,https://www.sciencedirect.com/science/article/pii/S0950705123008833,,,,,,,,,,,,,"Explainable recommendations aim to generate personalized explanations for suggested items, which are provided based on the historical interactions (e.g., ratings) between users and items. Review contents are often taken as a proxy of explanations. However, most review-based models presume a sentiment consistency between user ratings and review contents, ignoring their inconsistency in real applications. By analyzing three real datasets, we observe that a user may share a positive (negative) opinion to an item in terms of rating value but a negative (positive) sentiment in terms of review content, and such contradicting scenario takes over 40% of all cases in general. To resolve this issue, in this paper we propose a novel explainable recommendation model called PESI, which can generate accurate Personalized Explanations recommendation with the involvement of Sentiment Inconsistency between ratings and reviews. Specifically, PESI consists of three modules: rating prediction, explanation generation, and a novel rating-review inconsistency extraction. The inconsistency extraction module disentangles ratings and reviews, effectively distinguishing both shared and private features, and ensuring accurate disentanglement through contrastive learning objectives. Then, the extracted inconsistent features are injected into the explanation generation module to provide more personalized and higher-quality explanations. The experimental results on the three datasets show that PESI consistently outperforms other competing methods in terms of explanation quality.",,"Recommendation system, Explanation generation, Sentiment analysis",,,Knowledge-Based Systems
6,9781450336215.0,10.1145/2766462.2767755,"McAuley, Julian; Targett, Christopher; Shi, Qinfeng; van den Hengel, Anton",Image-Based Recommendations on Styles and Substitutes,,,,,43–52,2015,"New York, NY, USA",,https://doi.org/10.1145/2766462.2767755,Proceedings of the International ACM SIGIR Conference on Research and Development in Information Retrieval,,,SIGIR '15,,Association for Computing Machinery,,,,,,,"Humans inevitably develop a sense of the relationships between objects, some of which are based on their appearance. Some pairs of objects might be seen as being alternatives to each other (such as two pairs of jeans), while others may be seen as being complementary (such as a pair of jeans and a matching shirt). This information guides many of the choices that people make, from buying clothes to their interactions with each other. We seek here to model this human sense of the relationships between objects based on their appearance. Our approach is not based on fine-grained modeling of user annotations but rather on capturing the largest dataset possible and developing a scalable method for uncovering human notions of the visual relationships within. We cast this as a network inference problem defined on graphs of related images, and provide a large-scale dataset for the training and evaluation of the same. The system we develop is capable of recommending which clothes and accessories will go well together (and which will not), amongst a host of other applications.",,"visual features, recommender systems, metric learning",,,International ACM SIGIR Conference on Research and Development in Information Retrieval
6,9781450368599.0,10.1145/3340531.3411992,"Li, Lei; Zhang, Yongfeng; Chen, Li",Generate Neural Template Explanations for Recommendation,,,,,755–764,2020,"New York, NY, USA",,https://doi.org/10.1145/3340531.3411992,Proceedings of the ACM International Conference on Information \& Knowledge Management,,,CIKM '20,,Association for Computing Machinery,,,,,,,"Personalized recommender systems are important to assist user decision-making in the era of information overload. Meanwhile, explanations of the recommendations further help users to better understand the recommended items so as to make informed choices, which gives rise to the importance of explainable recommendation research. Textual sentence-based explanation has been an important form of explanations for recommender systems due to its advantage in communicating rich information to users. However, current approaches to generating sentence explanations are either limited to predefined sentence templates, which restricts the sentence expressiveness, or opt for free-style sentence generation, which makes it difficult for sentence quality control. In an attempt to benefit both sentence expressiveness and quality, we propose a Neural Template (NETE) explanation generation framework, which brings the best of both worlds by learning sentence templates from data and generating template-controlled sentences that comment about specific features. Experimental results on real-world datasets show that NETE consistently outperforms state-of-the-art explanation generation approaches in terms of sentence quality and expressiveness. Further analysis on case study also shows the advantages of NETE on generating diverse and controllable explanations.",,"explainable recommendation, natural language generation, neural template explanation, recommender systems",,,ACM International Conference on Information and Knowledge Management
6,9781450362016.0,10.1145/3292500.3330989,"Wang, Xiang; He, Xiangnan; Cao, Yixin; Liu, Meng; Chua, Tat-Seng",KGAT: Knowledge Graph Attention Network for Recommendation,,,,,950–958,2019,"New York, NY, USA",,https://doi.org/10.1145/3292500.3330989,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery \& Data Mining,,,KDD '19,,Association for Computing Machinery,,,,,,,"To provide more accurate, diverse, and explainable recommendation, it is compulsory to go beyond modeling user-item interactions and take side information into account. Traditional methods like factorization machine (FM) cast it as a supervised learning problem, which assumes each interaction as an independent instance with side information encoded. Due to the overlook of the relations among instances or items (e.g., the director of a movie is also an actor of another movie), these methods are insufficient to distill the collaborative signal from the collective behaviors of users. In this work, we investigate the utility of knowledge graph (KG), which breaks down the independent interaction assumption by linking items with their attributes. We argue that in such a hybrid structure of KG and user-item graph, high-order relations --- which connect two items with one or multiple linked attributes --- are an essential factor for successful recommendation. We propose a new method named Knowledge Graph Attention Network (KGAT) which explicitly models the high-order connectivities in KG in an end-to-end fashion. It recursively propagates the embeddings from a node's neighbors (which can be users, items, or attributes) to refine the node's embedding, and employs an attention mechanism to discriminate the importance of the neighbors. Our KGAT is conceptually advantageous to existing KG-based recommendation methods, which either exploit high-order relations by extracting paths or implicitly modeling them with regularization. Empirical results on three public benchmarks show that KGAT significantly outperforms state-of-the-art methods like Neural FM and RippleNet. Further studies verify the efficacy of embedding propagation for high-order relation modeling and the interpretability benefits brought by the attention mechanism. We release the codes and datasets at https://github.com/xiangwang1223/knowledge_graph_attention_network.",,"recommendation, knowledge graph, higher-order connectivity, graph neural network, embedding propagation, collaborative filtering",,,ACM SIGKDD Conference on Knowledge Discovery and Data Mining
6,9781450369367.0,10.1145/3351095.3372852,"Zhang, Yunfeng; Liao, Q. Vera; Bellamy, Rachel K. E.",Effect of confidence and explanation on accuracy and trust calibration in AI-assisted decision making,,,,,295–305,2020,"New York, NY, USA",,https://doi.org/10.1145/3351095.3372852,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,,FAT* '20,,Association for Computing Machinery,,,,,,,"Today, AI is being increasingly used to help human experts make decisions in high-stakes scenarios. In these scenarios, full automation is often undesirable, not only due to the significance of the outcome, but also because human experts can draw on their domain knowledge complementary to the model's to ensure task success. We refer to these scenarios as AI-assisted decision making, where the individual strengths of the human and the AI come together to optimize the joint decision outcome. A key to their success is to appropriately calibrate human trust in the AI on a case-by-case basis; knowing when to trust or distrust the AI allows the human expert to appropriately apply their knowledge, improving decision outcomes in cases where the model is likely to perform poorly. This research conducts a case study of AI-assisted decision making in which humans and AI have comparable performance alone, and explores whether features that reveal case-specific model information can calibrate trust and improve the joint performance of the human and AI. Specifically, we study the effect of showing confidence score and local explanation for a particular prediction. Through two human experiments, we show that confidence score can help calibrate people's trust in an AI model, but trust calibration alone is not sufficient to improve AI-assisted decision making, which may also depend on whether the human can bring in enough unique knowledge to complement the AI's errors. We also highlight the problems in using local explanation for AI-assisted decision making scenarios and invite the research community to explore new approaches to explainability for calibrating human trust in AI.",,"confidence, decision support, explainable AI, trust",,,"Conference on Fairness, Accountability, and Transparency"
6,9781450390965.0,10.1145/3485447.3512031,"Yang, Aobo; Wang, Nan; Cai, Renqin; Deng, Hongbo; Wang, Hongning",Comparative Explanations of Recommendations,,,,,3113–3123,2022,"New York, NY, USA",,https://doi.org/10.1145/3485447.3512031,Proceedings of the ACM Web Conference,,,WWW '22,,Association for Computing Machinery,,,,,,,"As recommendation is essentially a comparative (or ranking) process, a good explanation should illustrate to users why an item is believed to be better than another, i.e., comparative explanations about the recommended items. Ideally, after reading the explanations, a user should reach the same ranking of items as the system’s. Unfortunately, little research attention has yet been paid on such comparative explanations. In this work, we develop an extract-and-refine architecture to explain the relative comparisons among a set of ranked items from a recommender system. For each recommended item, we first extract one sentence from its associated reviews that best suits the desired comparison against a set of reference items. Then this extracted sentence is further articulated with respect to the target user through a generative model to better explain why the item is recommended. We design a new explanation quality metric based on BLEU to guide the end-to-end training of the extraction and refinement components, which avoids generation of generic content. Extensive offline evaluations on two large recommendation benchmark datasets and serious user studies against an array of state-of-the-art explainable recommendation algorithms demonstrate the necessity of comparative explanations and the effectiveness of our solution.",,"comparative explanation, explainable recommendation, extract-and-refine, text generation",,,ACM Web Conference
